Sexe;Age;Statut;Occupation;Qualification;Etudie;NombreFS;NombreE;Jardinage;Cuisine;Sport;MinutesTV;LectureBD;MinutesL;EcouteRP;JournalIntime;Taille
F;29;Celibataire;Autre inactif;Ouvrier qualifie;Non;0;2;Oui;Oui;Non;0;Non;0;Non;Oui;Comme il faut
F;44;Marie;Exerce profession;Employe de bureau;Non;2;2;Non;Non;Non;180;Non;180;Non;Oui;Pas assez
H;59;Marie;Exerce profession;Cadre;Non;3;3;Non;Non;Oui;68,57;Non;0;Non;Non;Comme il faut
H;19;Celibataire;Etudiant;Non concerne;formation initiale;1;0;Non;Oui;Oui;120;Non;0;Non;Non;Comme il faut
H;21;Celibataire;Exerce profession;Employe de bureau;Non;8;0;Non;Non;Oui;120;Non;0;Non;Non;Comme il faut
F;23;Celibataire;Exerce profession;Employe de bureau;Non;5;1;Non;Non;Non;240;Non;0;Non;Non;Comme il faut
F;54;Marie;Exerce profession;Profession intermediaire;Non;1;2;Non;Non;Non;0;Non;0;Non;Non;Pas assez
H;40;Celibataire;Exerce profession;Ouvrier qualifie;Non;2;0;Non;Oui;Non;240;Non;0;Oui;Non;Comme il faut
H;60;Marie;Retraite;Cadre;Non;1;2;Oui;Oui;Non;120;Non;0;Non;Oui;Comme il faut
F;66;Marie;Retraite;Employe de bureau;Non;7;3;Non;Non;Non;300;Non;0;Non;Non;Comme il faut
F;59;Divorce;Retraite;Cadre;Non;3;2;Non;Non;Oui;300;Non;0;Non;Non;Pas assez
F;25;Celibataire;Exerce profession;Employe de bureau;Non;1;0;Non;Oui;Oui;120;Non;0;Non;Oui;Comme il faut
F;74;Marie;Retraite;Ouvrier specialise;Non;2;3;Non;Non;Non;180;Non;0;Non;Non;Comme il faut
F;48;Marie;Exerce profession;Employe de bureau;Non;2;2;Oui;Non;Non;120;Non;0;Non;Non;Trop
H;20;Celibataire;Etudiant;Non concerne;formation initiale;2;0;Oui;Non;Oui;60;Non;0;Non;Non;Comme il faut
F;39;Marie;Exerce profession;Ouvrier qualifie;Non;5;3;Non;Non;Oui;162,86;Non;0;Non;Oui;Pas assez
H;34;Marie;Exerce profession;Employe de bureau;Non;1;1;Non;Oui;Oui;120;Non;0;Non;Non;Comme il faut
F;25;Celibataire;Etudiant;Non concerne;formation initiale;3;0;Non;Oui;Non;308,57;Non;0;Oui;Non;Pas assez
H;59;Marie;Chomeur;Ouvrier qualifie;Non;22;4;Non;Non;Oui;60;Non;0;Non;Non;Pas assez
H;46;Celibataire;Exerce profession;Ouvrier qualifie;Non;0;1;Non;Oui;Oui;180;Non;0;Non;Non;Comme il faut
H;30;Marie;Exerce profession;Cadre;Non;0;1;Non;Oui;Oui;120;Oui;51,43;Non;Oui;Comme il faut
F;63;Divorce;Exerce profession;Employe de bureau;Non;1;3;Non;Non;Oui;120;Non;60;Non;Oui;Pas assez
F;41;Divorce;Exerce profession;Profession intermediaire;Non;3;2;Non;Oui;Oui;60;Oui;128,57;Non;Non;Comme il faut
F;46;Marie;Exerce profession;Non concerne;Non;3;4;Oui;Oui;Oui;60;Non;0;Non;Non;Comme il faut
F;41;Marie;Exerce profession;Profession intermediaire;Non;5;2;Non;Non;Oui;60;Non;0;Non;Oui;Comme il faut
F;52;Divorce;Exerce profession;Employe de bureau;Non;8;1;Oui;Oui;Oui;60;Non;0;Non;Oui;Comme il faut
H;54;Marie;Exerce profession;Ouvrier specialise;Non;5;1;Non;Oui;Non;180;Non;0;Non;Non;Comme il faut
F;27;Marie;Exerce profession;Employe de bureau;Non;1;2;Non;Oui;Oui;120;Non;0;Non;Non;Comme il faut
F;31;Marie;Exerce profession;Cadre;Non;2;1;Oui;Non;Oui;51,43;Non;0;Non;Non;Comme il faut
H;24;Celibataire;Exerce profession;Ouvrier qualifie;Non;1;0;Non;Non;Non;240;Non;0;Non;Non;Pas assez
H;68;Marie;Retraite;Cadre;Non;1;2;Non;Non;Non;8,57;Non;180;Non;Oui;Comme il faut
F;42;Marie;Exerce profession;Employe de bureau;Non;14;2;Non;Non;Non;120;Non;120;Non;Non;Pas assez
F;86;Veuf;Autre inactif;Cadre;Non;0;2;Non;Non;Non;180;Non;0;Non;Non;Comme il faut
H;23;Celibataire;Exerce profession;Ouvrier specialise;Non;2;0;Non;Non;Non;120;Non;0;Non;Oui;Comme il faut
F;64;Celibataire;Retraite;Employe de bureau;Non;3;2;Non;Non;Non;180;Non;0;Non;Non;Pas assez
H;25;Celibataire;Exerce profession;Employe de bureau;Non;3;0;Non;Non;Oui;120;Non;0;Non;Non;Comme il faut
H;53;Divorce;Exerce profession;Ouvrier specialise;Non;4;2;Non;Non;Non;180;Non;0;Non;Non;Pas assez
H;21;Celibataire;Exerce profession;Ouvrier specialise;Non;4;0;Non;Non;Non;120;Non;0;Non;Non;Pas assez
F;75;Veuf;Retraite;Employe de bureau;Non;2;5;Non;Oui;Non;300;Non;0;Non;Non;Comme il faut
H;58;Marie;Retraite;Technicien;Non;5;2;Non;Non;Oui;180;Non;0;Non;Non;Pas assez
F;23;Celibataire;Chomeur;Ouvrier specialise;Non;4;1;Non;Non;Non;240;Non;0;Non;Non;Pas assez
F;54;Marie;Exerce profession;Employe de bureau;Non;8;2;Oui;Non;Non;120;Non;0;Non;Non;Pas assez
F;46;Marie;Exerce profession;Employe de bureau;Non;1;2;Non;Non;Non;120;Non;0;Non;Non;Comme il faut
F;55;Marie;Autre inactif;Non concerne;Non;4;4;Non;Non;Non;120;Non;0;Non;Non;Comme il faut
H;33;Celibataire;Exerce profession;Cadre;Non;1;1;Non;Non;Oui;68,57;Non;0;Non;Non;Comme il faut
H;46;Marie;Exerce profession;Employe de bureau;Non;0;2;Non;Oui;Non;60;Non;0;Non;Non;Comme il faut
F;26;Celibataire;Exerce profession;Technicien;Non;2;0;Non;Non;Oui;180;Non;0;Non;Oui;Comme il faut
F;61;Marie;Exerce profession;Cadre;Non;2;2;Non;Oui;Oui;60;Non;120;Non;Oui;Comme il faut
F;66;Veuf;Autre inactif;Employe de bureau;Non;2;3;Non;Non;Non;180;Non;0;Non;Non;Comme il faut
F;32;Celibataire;Exerce profession;Cadre;Non;0;0;Non;Non;Oui;120;Non;0;Oui;Oui;Pas assez
F;74;Celibataire;Retraite;Profession intermediaire;Non;4;0;Non;Non;Non;360;Non;120;Non;Non;Comme il faut
F;43;Celibataire;Exerce profession;Profession intermediaire;Non;5;0;Non;Non;Oui;180;Non;0;Non;Oui;Pas assez
F;41;Veuf;Exerce profession;Employe de bureau;Non;6;2;Oui;Oui;Non;300;Oui;85,71;Non;Oui;Comme il faut
H;48;Marie;Exerce profession;Cadre;Non;2;1;Non;Oui;Non;120;Non;0;Non;Oui;Comme il faut
F;18;Celibataire;Etudiant;Non concerne;formation initiale;1;0;Non;Non;Oui;42,86;Non;0;Non;Oui;Comme il faut
F;18;Celibataire;Etudiant;Non concerne;formation initiale;2;0;Non;Non;Non;120;Non;0;Non;Non;Comme il faut
F;50;Marie;Exerce profession;Profession intermediaire;Non;5;2;Non;Non;Non;240;Non;0;Non;Non;Pas assez
H;46;Celibataire;Exerce profession;Employe de bureau;Non;9;1;Non;Non;Oui;240;Non;0;Non;Non;Comme il faut
H;32;Marie;Exerce profession;Ouvrier qualifie;Non;1;1;Non;Non;Non;300;Non;0;Non;Non;Comme il faut
F;21;Celibataire;Chomeur;Employe de bureau;Non;1;0;Non;Non;Non;180;Non;0;Non;Oui;Pas assez
H;67;Marie;Retraite;Ouvrier qualifie;Non;7;2;Non;Non;Oui;180;Non;0;Non;Non;Pas assez
H;40;Marie;Exerce profession;Employe de bureau;Reprise de formation;12;2;Oui;Non;Non;120;Non;0;Non;Non;Pas assez
F;18;Celibataire;Etudiant;Non concerne;formation initiale;3;0;Non;Non;Oui;25,71;Non;0;Non;Oui;Comme il faut
F;68;Veuf;Retraite;Employe de bureau;Non;3;6;Oui;Non;Oui;60;Non;0;Non;Non;Comme il faut
F;47;Marie;Autre inactif;Employe de bureau;Non;5;4;Oui;Oui;Oui;42,86;Non;120;Non;Oui;Pas assez
H;68;Marie;Retraite;Employe de bureau;Non;9;2;Non;Non;Oui;240;Non;0;Non;Non;Pas assez
F;63;Marie;Retraite;Ouvrier specialise;Non;13;0;Oui;Oui;Non;60;Non;0;Non;Non;Comme il faut
F;79;Marie;Retraite;Autre;Non;5;3;Oui;Oui;Non;180;Non;0;Non;Non;Pas assez
F;46;Marie;Chomeur;Cadre;Non;2;2;Oui;Non;Oui;0;Non;0;Non;Non;Comme il faut
H;29;Marie;Exerce profession;Cadre;Non;4;1;Oui;Oui;Non;120;Non;0;Non;Non;Comme il faut
F;60;Divorce;Retraite;Profession intermediaire;Non;5;3;Oui;Oui;Oui;60;Non;0;Non;Oui;Comme il faut
H;59;Marie;Exerce profession;Cadre;Non;2;1;Oui;Oui;Oui;60;Non;0;Non;Non;Comme il faut
F;32;Celibataire;Exerce profession;Cadre;Non;1;0;Non;Non;Oui;42,86;Non;0;Non;Non;Comme il faut
F;39;Marie;Exerce profession;Profession intermediaire;Non;4;1;Non;Non;Non;25,71;Non;60;Non;Non;Comme il faut
H;53;Marie;Exerce profession;Ouvrier qualifie;Non;1;3;Oui;Oui;Non;120;Non;0;Non;Non;Comme il faut
H;45;Marie;Exerce profession;Cadre;Non;3;3;Non;Non;Oui;42,86;Non;0;Non;Oui;Pas assez
H;37;Marie;Exerce profession;Cadre;Non;2;2;Oui;Non;Oui;42,86;Non;0;Non;Non;Comme il faut
H;44;Marie;Exerce profession;Employe de bureau;Non;3;1;Oui;Non;Non;77,14;Non;0;Oui;Non;Comme il faut
H;36;Marie;Exerce profession;Cadre;Non;1;2;Non;Non;Oui;240;Non;0;Non;Non;Comme il faut
H;59;Marie;Retraite;Technicien;Non;0;2;Non;Non;Non;0;Non;0;Non;Non;Comme il faut
H;69;Marie;Retraite;Technicien;Non;3;2;Oui;Oui;Non;120;Non;0;Non;Non;Comme il faut
F;40;Celibataire;Exerce profession;Technicien;Non;2;1;Oui;Oui;Oui;8;Non;0;Non;Non;Comme il faut
F;58;Veuf;Retraite;Employe de bureau;Non;3;1;Oui;Non;Non;180;Non;0;Non;Non;Pas assez
F;43;Marie;Exerce profession;Profession intermediaire;Non;3;2;Oui;Oui;Oui;60;Non;120;Non;Non;Comme il faut
F;54;Marie;Autre inactif;Employe de bureau;Non;5;3;Oui;Oui;Non;6;Oui;120;Non;Oui;Pas assez
H;50;Divorce;Exerce profession;Employe de bureau;Non;2;0;Oui;Non;Non;0;Non;120;Non;Oui;Comme il faut
F;55;Marie;Exerce profession;Cadre;Non;8;3;Oui;Non;Oui;34,29;Non;85,71;Non;Non;Comme il faut
H;54;Marie;Exerce profession;Cadre;Non;2;3;Non;Non;Oui;120;Non;120;Non;Non;Comme il faut
H;68;Marie;Retraite;Cadre;Non;3;1;Non;Non;Non;60;Non;0;Non;Non;Pas assez
H;27;Celibataire;Exerce profession;Cadre;Non;1;0;Non;Non;Oui;60;Non;0;Non;Oui;Comme il faut
H;27;Celibataire;Exerce profession;Profession intermediaire;Non;0;0;Non;Oui;Oui;120;Non;0;Non;Non;Pas assez
F;27;Marie;Exerce profession;Employe de bureau;Non;1;0;Non;Non;Oui;17,14;Non;0;Non;Non;Pas assez
H;84;Veuf;Retraite;Profession intermediaire;Non;6;2;Oui;Non;Non;120;Non;0;Non;Non;Pas assez
F;19;Celibataire;Etudiant;Non concerne;formation initiale;0;0;Non;Non;Oui;42,86;Non;0;Non;Oui;Comme il faut
F;38;Divorce;Exerce profession;Profession intermediaire;Non;4;2;Non;Non;Non;120;Non;0;Non;Non;Comme il faut
F;43;Marie;Exerce profession;Employe de bureau;Non;2;2;Non;Oui;Oui;180;Non;0;Non;Non;Comme il faut
H;87;Marie;Retraite;Cadre;Non;1;3;Non;Non;Non;120;Non;180;Non;Non;Comme il faut
H;48;Celibataire;Exerce profession;Cadre;Non;3;0;Oui;Oui;Non;85,71;Non;77,14;Non;Non;Pas assez
F;20;Celibataire;Etudiant;Non concerne;formation initiale;2;0;Non;Oui;Oui;120;Non;0;Oui;Oui;Comme il faut
F;57;Marie;Autre inactif;Technicien;Non;4;2;Non;Oui;Oui;180;Non;0;Non;Oui;Pas assez
F;20;Celibataire;Etudiant;Non concerne;formation initiale;2;0;Non;Oui;Oui;120;Non;0;Non;Non;Pas assez
F;69;Marie;Retraite;Cadre;Non;2;4;Non;Non;Non;34,29;Non;60;Non;Oui;Pas assez
H;36;Celibataire;Exerce profession;Employe de bureau;Non;2;0;Oui;Oui;Oui;85,71;Non;0;Non;Non;Comme il faut
F;23;Celibataire;Exerce profession;Employe de bureau;Non;0;0;Non;Non;Oui;60;Non;34,29;Non;Oui;Comme il faut
F;35;Veuf;Exerce profession;Employe de bureau;Non;0;2;Non;Oui;Oui;0;Non;0;Non;Oui;Comme il faut
F;31;Celibataire;Exerce profession;Cadre;Non;2;1;Non;Oui;Oui;240;Non;0;Non;Oui;Pas assez
H;57;Marie;Retraite;Profession intermediaire;Non;6;2;Non;Oui;Non;60;Non;0;Non;Non;Comme il faut
F;26;Marie;Etudiant;Non concerne;formation initiale;3;2;Non;Non;Non;0;Oui;34,29;Non;Oui;Comme il faut
F;41;Celibataire;Exerce profession;Employe de bureau;Non;2;2;Non;Oui;Non;34,29;Non;42,86;Non;Non;Comme il faut
H;73;Marie;Retraite;Cadre;Non;0;2;Non;Non;Non;180;Non;0;Non;Non;Comme il faut
H;22;Celibataire;Etudiant;Non concerne;formation initiale;6;0;Non;Non;Oui;0;Non;0;Oui;Non;Comme il faut
F;43;Divorce;Exerce profession;Employe de bureau;Non;4;3;Non;Oui;Non;0;Non;0;Non;Oui;Comme il faut
F;63;Divorce;Exerce profession;Ouvrier qualifie;Non;7;5;Oui;Non;Non;25,71;Non;0;Non;Oui;Comme il faut
F;36;Marie;Exerce profession;Profession intermediaire;Non;2;2;Non;Non;Non;180;Oui;60;Non;Oui;Comme il faut
F;32;Celibataire;Exerce profession;Employe de bureau;Non;1;2;Oui;Oui;Oui;180;Non;0;Non;Non;Comme il faut
F;72;Celibataire;Retraite;Cadre;Non;1;0;Oui;Non;Oui;60;Non;0;Non;Oui;Comme il faut
H;30;Celibataire;Exerce profession;Non concerne;Non;4;3;Non;Oui;Oui;300;Non;0;Non;Oui;Pas assez
F;48;Marie;Exerce profession;Employe de bureau;Non;3;3;Oui;Oui;Non;240;Non;0;Non;Non;Comme il faut
H;62;Marie;Retraite;Employe de bureau;Non;3;6;Non;Non;Oui;120;Non;0;Non;Non;Comme il faut
H;43;Marie;Exerce profession;Ouvrier qualifie;Non;5;0;Non;Oui;Non;120;Non;0;Non;Non;Comme il faut
H;51;Marie;Chomeur;Ouvrier qualifie;Non;6;5;Non;Oui;Non;240;Non;120;Non;Non;Comme il faut
H;81;Marie;Retraite;Cadre;Non;2;4;Non;Non;Non;120;Non;0;Non;Oui;Comme il faut
F;61;Marie;Retraite;Employe de bureau;Non;5;3;Oui;Oui;Non;180;Non;0;Non;Non;Pas assez
F;37;Celibataire;Exerce profession;Employe de bureau;Non;7;2;Oui;Non;Non;0;Non;0;Non;Non;Comme il faut
F;32;Marie;Exerce profession;Employe de bureau;Non;5;1;Non;Oui;Non;180;Non;0;Non;Non;Pas assez
F;41;Marie;Exerce profession;Employe de bureau;Non;1;3;Non;Oui;Oui;60;Non;42,86;Non;Non;Pas assez
F;68;Veuf;Retraite;Profession intermediaire;Non;4;1;Non;Non;Non;120;Non;0;Non;Non;Comme il faut
F;33;Marie;Exerce profession;Employe de bureau;Non;5;2;Non;Non;Non;120;Non;0;Non;Non;Comme il faut
H;67;Marie;Retraite;Ouvrier specialise;Non;8;6;Oui;Non;Non;60;Non;0;Non;Non;Comme il faut
H;57;Marie;Retraite;Profession intermediaire;Non;5;2;Non;Oui;Non;240;Non;0;Non;Non;Comme il faut
F;20;Celibataire;Etudiant;Non concerne;formation initiale;4;0;Non;Non;Non;120;Non;0;Non;Non;Comme il faut
H;39;Celibataire;Exerce profession;Employe de bureau;Non;1;0;Oui;Non;Non;60;Non;0;Non;Non;Pas assez
F;54;Marie;Exerce profession;Employe de bureau;Non;5;2;Oui;Oui;Non;60;Non;60;Non;Non;Pas assez
F;22;Celibataire;Exerce profession;Employe de bureau;Non;5;0;Non;Non;Non;60;Non;0;Non;Non;Comme il faut
F;90;Veuf;Autre inactif;Employe de bureau;Non;7;2;Non;Non;Non;240;Non;60;Non;Non;Comme il faut
F;73;Veuf;Retraite;Ouvrier qualifie;Non;3;3;Non;Non;Non;180;Non;0;Non;Non;Comme il faut
H;30;Celibataire;Exerce profession;Cadre;Non;2;1;Non;Non;Non;60;Non;0;Oui;Non;Comme il faut
H;70;Marie;Retraite;Cadre;Non;1;3;Non;Non;Non;240;Non;0;Non;Non;Pas assez
H;45;Divorce;Exerce profession;Profession intermediaire;Non;5;3;Non;Non;Non;120;Non;120;Non;Non;Comme il faut
H;44;Marie;Exerce profession;Employe de bureau;Non;14;1;Non;Non;Non;60;Non;0;Non;Non;Comme il faut
F;25;Marie;Exerce profession;Employe de bureau;Non;4;1;Non;Non;Non;0;Non;0;Non;Non;Pas assez
H;33;Celibataire;Exerce profession;Technicien;Non;1;0;Non;Non;Oui;120;Non;0;Oui;Non;Comme il faut
F;69;Marie;Autre inactif;Non concerne;Non;7;5;Non;Oui;Non;300;Non;0;Non;Non;Comme il faut
H;62;Marie;Retraite;Non concerne;Non;3;2;Non;Non;Non;60;Non;0;Non;Non;Comme il faut
H;30;Celibataire;Chomeur;Employe de bureau;Non;1;0;Non;Non;Oui;0;Non;0;Non;Non;Comme il faut
F;44;Celibataire;Exerce profession;Employe de bureau;Non;6;1;Non;Non;Non;60;Non;60;Non;Non;Comme il faut
H;80;Marie;Retraite;Cadre;Non;7;0;Non;Non;Oui;180;Non;0;Non;Non;Comme il faut
H;24;Celibataire;Exerce profession;Cadre;Non;1;0;Oui;Oui;Non;240;Non;0;Non;Non;Comme il faut
F;58;Marie;Autre inactif;Non concerne;Non;3;3;Non;Non;Non;120;Non;0;Non;Non;Comme il faut
H;69;Divorce;Retraite;Cadre;Non;1;0;Non;Non;Oui;120;Non;0;Non;Non;Comme il faut
H;51;Marie;Exerce profession;Non concerne;Non;1;3;Non;Non;Non;0;Non;0;Non;Non;Comme il faut
F;53;Marie;Exerce profession;Cadre;Non;1;3;Oui;Oui;Oui;120;Non;0;Non;Non;Pas assez
F;80;Marie;Au foyer;Cadre;Non;1;3;Non;Non;Non;240;Non;240;Non;Non;Comme il faut
F;47;Marie;Autre inactif;Employe de bureau;Non;1;3;Non;Non;Oui;120;Non;0;Non;Non;Comme il faut
H;75;Veuf;Retraite;Cadre;Non;1;1;Non;Non;Non;180;Non;300;Non;Non;Comme il faut
H;85;Veuf;Retraite;Autre;Non;1;0;Non;Non;Non;120;Non;120;Non;Non;Pas assez
H;83;Marie;Retraite;Cadre;Non;6;1;Non;Non;Non;60;Non;0;Non;Non;Comme il faut
H;73;Marie;Au foyer;Non concerne;Non;2;2;Non;Non;Oui;0;Non;0;Non;Non;Comme il faut
F;77;Veuf;Retraite;Cadre;Non;2;1;Non;Non;Non;0;Non;0;Non;Non;Comme il faut
F;41;Marie;Exerce profession;Cadre;Non;8;3;Non;Oui;Oui;34,29;Non;0;Non;Non;Comme il faut
H;29;Celibataire;Chomeur;Employe de bureau;Non;3;0;Non;Non;Non;0;Non;0;Non;Non;Comme il faut
F;69;Veuf;Retraite;Profession intermediaire;Non;1;2;Non;Non;Non;120;Non;120;Non;Oui;Pas assez
H;31;Marie;Exerce profession;Technicien;Non;2;2;Non;Oui;Oui;120;Non;0;Non;Non;Comme il faut
H;37;Celibataire;Exerce profession;Cadre;Non;2;0;Oui;Oui;Oui;34,29;Non;0;Non;Oui;Comme il faut
H;59;Marie;Autre inactif;Non concerne;Non;9;2;Oui;Non;Non;120;Non;0;Non;Non;Comme il faut
F;29;Marie;Exerce profession;Cadre;Non;1;0;Oui;Oui;Non;42,86;Non;0;Non;Oui;Comme il faut
H;47;Celibataire;Exerce profession;Cadre;Non;1;1;Non;Oui;Non;60;Non;0;Non;Non;Trop
H;29;Celibataire;Chomeur;Profession intermediaire;Non;1;0;Non;Oui;Oui;360;Non;0;Non;Non;Comme il faut
F;44;Celibataire;Etudiant;Employe de bureau;Non;14;5;Non;Non;Oui;120;Non;0;Non;Non;Comme il faut
F;40;Marie;Exerce profession;Employe de bureau;Non;0;3;Non;Non;Non;0;Non;0;Non;Oui;Pas assez
F;55;Marie;Exerce profession;Employe de bureau;Non;2;2;Non;Non;Non;240;Non;42,86;Non;Non;Pas assez
F;57;Marie;Exerce profession;Non concerne;Non;1;4;Oui;Oui;Non;0;Non;60;Non;Non;Pas assez
H;73;Celibataire;Retraite;Employe de bureau;Non;2;1;Non;Non;Non;600;Non;0;Non;Non;Pas assez
H;38;Marie;Exerce profession;Ouvrier qualifie;Non;5;3;Non;Non;Oui;240;Non;0;Non;Non;Comme il faut
F;39;Celibataire;Chomeur;Employe de bureau;Non;8;5;Non;Oui;Non;240;Non;0;Non;Non;Comme il faut
F;30;Celibataire;Exerce profession;Profession intermediaire;Non;1;0;Oui;Non;Oui;60;Non;0;Non;Oui;Pas assez
H;28;Marie;Exerce profession;Ouvrier qualifie;Non;1;3;Non;Oui;Non;120;Non;0;Non;Non;Comme il faut
H;51;Marie;Exerce profession;Profession intermediaire;Non;1;2;Non;Non;Non;120;Non;42,86;Non;Non;Comme il faut
H;38;Celibataire;Exerce profession;Profession intermediaire;Non;4;1;Non;Non;Oui;120;Non;0;Non;Oui;Comme il faut
F;36;Celibataire;Exerce profession;Cadre;Non;2;0;Non;Oui;Non;4;Non;120;Non;Non;Comme il faut
F;32;Marie;Exerce profession;Employe de bureau;Non;3;2;Non;Non;Oui;34,29;Non;120;Non;Non;Comme il faut
F;41;Celibataire;Chomeur;Autre;Non;6;0;Non;Non;Non;240;Non;0;Non;Non;Pas assez
H;43;Marie;Chomeur;Ouvrier qualifie;Non;4;2;Non;Non;Non;240;Non;0;Non;Non;Comme il faut
F;27;Celibataire;Etudiant;Non concerne;formation initiale;5;0;Non;Oui;Oui;42,86;Non;0;Non;Non;Trop
H;32;Marie;Exerce profession;Ouvrier qualifie;Non;6;0;Non;Non;Non;120;Non;0;Non;Oui;Comme il faut
F;54;Marie;Autre inactif;Ouvrier qualifie;Non;7;1;Non;Non;Non;180;Non;0;Non;Non;Pas assez
H;29;Marie;Chomeur;Ouvrier qualifie;Non;10;0;Non;Non;Non;120;Non;0;Non;Non;Comme il faut
F;39;Marie;Autre inactif;Employe de bureau;Non;3;2;Non;Non;Non;300;Non;60;Non;Non;Comme il faut
F;51;Marie;Autre inactif;Ouvrier qualifie;Non;2;1;Non;Non;Non;300;Non;25,71;Non;Non;Comme il faut
F;44;Marie;Exerce profession;Ouvrier qualifie;Non;1;0;Non;Non;Non;0;Non;0;Non;Non;Pas assez
F;75;Divorce;Retraite;Employe de bureau;Non;0;3;Non;Non;Non;120;Non;0;Non;Oui;Pas assez
F;48;Marie;Exerce profession;Profession intermediaire;Non;1;2;Non;Oui;Non;120;Non;60;Non;Non;Comme il faut
H;45;Marie;Exerce profession;Ouvrier qualifie;Non;12;1;Non;Non;Oui;60;Non;0;Non;Non;Comme il faut
H;56;Celibataire;Autre inactif;Ouvrier qualifie;Non;6;3;Non;Non;Non;120;Non;0;Non;Non;Comme il faut
F;20;Celibataire;Exerce profession;Employe de bureau;Non;5;0;Non;Oui;Oui;300;Non;34,29;Non;Oui;Comme il faut
H;30;Marie;Exerce profession;Employe de bureau;Non;8;0;Non;Oui;Non;180;Non;0;Non;Non;Comme il faut
H;44;Marie;Exerce profession;Non concerne;Non;6;4;Non;Non;Non;25,71;Non;60;Non;Non;Comme il faut
H;23;Celibataire;Etudiant;Ouvrier specialise;Reprise de formation;5;0;Non;Non;Non;25,71;Non;0;Non;Non;Comme il faut
H;36;Marie;Exerce profession;Ouvrier qualifie;Non;7;1;Non;Non;Non;120;Non;0;Non;Non;Comme il faut
F;54;Celibataire;Exerce profession;Cadre;Non;1;2;Non;Oui;Oui;60;Non;68,57;Non;Non;Comme il faut
H;69;Divorce;Retraite;Employe de bureau;Non;0;0;Non;Non;Non;180;Non;0;Non;Non;Comme il faut
F;26;Celibataire;Etudiant;Non concerne;formation initiale;3;0;Non;Non;Oui;120;Non;180;Non;Non;Comme il faut
F;23;Celibataire;Etudiant;Non concerne;formation initiale;2;0;Non;Oui;Non;0;Non;0;Non;Non;Comme il faut
F;44;Celibataire;Exerce profession;Employe de bureau;Non;4;1;Non;Non;Oui;0;Non;0;Non;Non;Pas assez
F;73;Veuf;Retraite;Ouvrier qualifie;Non;8;2;Non;Non;Non;60;Non;34,29;Non;Non;Pas assez
F;39;Celibataire;Exerce profession;Employe de bureau;Non;6;2;Oui;Oui;Oui;0;Non;60;Non;Non;Comme il faut
F;55;Marie;Autre inactif;Non concerne;Non;4;2;Oui;Oui;Non;60;Non;0;Non;Non;Comme il faut
H;35;Celibataire;Exerce profession;Non concerne;Non;2;0;Non;Non;Oui;0;Non;0;Non;Non;Comme il faut
F;48;Divorce;Exerce profession;Profession intermediaire;Non;0;0;Non;Oui;Oui;0;Non;42,86;Non;Oui;Comme il faut
H;28;Marie;Exerce profession;Ouvrier qualifie;Non;1;3;Non;Non;Non;60;Non;0;Non;Non;Comme il faut
H;71;Marie;Retraite;Technicien;Non;2;2;Oui;Non;Non;240;Non;120;Non;Non;Comme il faut
H;49;Marie;Exerce profession;Ouvrier qualifie;Non;8;3;Non;Non;Oui;0;Non;0;Non;Non;Comme il faut
F;90;Veuf;Retraite;Non concerne;Non;0;3;Non;Non;Non;0;Non;0;Non;Non;Comme il faut
F;53;Celibataire;Exerce profession;Employe de bureau;Non;11;1;Non;Non;Non;180;Non;0;Non;Non;Comme il faut
H;27;Celibataire;Chomeur;Ouvrier qualifie;Non;0;0;Non;Non;Oui;0;Non;0;Non;Non;Comme il faut
H;22;Celibataire;Etudiant;Non concerne;formation initiale;3;0;Non;Oui;Non;0;Non;0;Non;Non;Comme il faut
F;36;Celibataire;Exerce profession;Employe de bureau;Non;3;0;Non;Oui;Oui;180;Non;120;Non;Oui;Comme il faut
F;53;Divorce;Exerce profession;Technicien;Non;1;1;Oui;Oui;Oui;0;Non;0;Non;Non;Comme il faut
F;49;Celibataire;Exerce profession;Employe de bureau;Non;5;0;Non;Oui;Non;51,43;Non;0;Non;Non;Comme il faut
F;27;Celibataire;Exerce profession;Profession intermediaire;Non;1;0;Non;Oui;Non;60;Non;0;Non;Non;Comme il faut
F;34;Marie;Autre inactif;Non concerne;Non;4;1;Non;Oui;Non;120;Non;0;Non;Oui;Pas assez
F;33;Celibataire;Exerce profession;Employe de bureau;Non;6;2;Non;Oui;Non;120;Non;0;Non;Non;Comme il faut
F;59;Celibataire;Autre inactif;Profession intermediaire;Non;2;0;Oui;Oui;Non;120;Non;0;Non;Non;Pas assez
F;58;Marie;Autre inactif;Technicien;Non;1;2;Oui;Oui;Non;180;Non;0;Non;Non;Comme il faut
H;60;Divorce;Retraite;Ouvrier qualifie;Non;1;2;Non;Non;Non;240;Non;0;Non;Non;Comme il faut
F;48;Marie;Autre inactif;Non concerne;Non;7;3;Non;Oui;Non;120;Non;0;Non;Non;Comme il faut
F;73;Veuf;Retraite;Profession intermediaire;Non;1;0;Non;Oui;Non;240;Non;0;Non;Non;Comme il faut
F;38;Marie;Exerce profession;Employe de bureau;Non;8;2;Non;Oui;Non;0;Non;0;Non;Oui;Comme il faut
F;45;Marie;Exerce profession;Cadre;Non;2;3;Non;Oui;Oui;120;Non;60;Non;Non;Pas assez
H;27;Celibataire;Chomeur;Employe de bureau;Non;4;0;Non;Non;Oui;0;Non;0;Non;Oui;Pas assez
